id_musée;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE;SITWEB;PERIODE OUVERTURE
628;Musée Jeanne d'Arc;Hôtel de Ville;55140;VAUCOULEURS;0329895163;;Ouvert de mai à septembre du lundi au vendredi de 10h à 12h et de 14h à 18h, samedi, dimanche et jours fériés de 14h à 18h.
629;Musée de la Princerie;16, Rue de la Belle Vierge;55100;VERDUN;0329861062;www.musee-princerie.fr;Ouvert du mercredi au lundi de 9h30 à 12h et de 14h à 18h du 1er avril au 31 octobre
630;Musée Départemental de la Guerre de 70;11, Rue de Metz;57130;GRAVELOTTE;0387336940;http://www.mosellepassion.fr/ ou www.moselle.fr;Ouvert du 28 mars au 1er novembre du mardi au dimanche de 14h à 18h et de 10h à 12h pourles groupes, du 2 novembre au 11 décembre, le musée accueille les groupes sur réservation du mardi au vendredi de 10h à 12h et de 14h à 17h
631;Musée Départemental du Sel;Porte de France;57630;MARSAL;0387011675;www.mosellepassion.fr;Ouvert du 28 mars au 1er novembre du mercredi au lundi de 10h à 18h
632;Maison du Verre et du Cristal;Place Robert Schumann;57960;MEISENTHAL;0387969151;http://www.musee-verre.webmuseo.com/;Ouvert de Pâques au 31 octobre de 14h à 18h du mercredi au lundi + saison Noël du 11 novembre au 29 décembre de 14h à 17h
633;Musées de la Cour d'Or;2, Rue du Haut Poirier;57000;METZ;0387201320;www.musee.metzmetropole.fr;Ouvert du mercredi au lundi de 9h à 18h
634;Centre Pompidou de Metz;"1, Parvis des Droits-de-l'Homme
CS 90490";57020;METZ Cedex 1;0387155277;www.centrepompidou-metz.fr;Ouvert du 1er avril au 31 octobre, lundi et mercredi et jeudi de 11h à 18h, vendredi  au dimanche 10h à 19h, du 1er novembre au 31 mars, du mercredi au lundi de 10h à 18h
635;Musée des Mines de fer de Lorraine;Lieu dit Haméviller;57700;NEUFCHEF;0382857655;www.musee.desminesdefer-lorraine.com;Ouvert du mardi au dimanche de 14h à 18h toute l'année, pour les groupes de 8h30 à 18h tous les jours
636;Musée de la Mine - Carreau Wendel;Parc Explor Wendel;57540;PETITE-ROSSELLE;0387870854;www.musee-les-mineurs.fr;Ouvert du mardi au dimanche de 9h à 18h
637;Musée Militaire et Erckmann-Chatrian;"Hôtel de Ville
Place d’Armes";57370;PHALSBOURG;0387244242;www.phalsbourg.fr/La_culture__les_loisirs/Le_Musee;Ouvert du lundi au vendredi de 9h à 12h et de 13h30 à 17h, le samedi de 10h à 12h, en juillet-août samedi et dimanche de 10h à 12h et de 14h à 17h
638;Musée du Pays de Sarrebourg;Rue de la Paix;57400;SARREBOURG;0387080868;www.ville-sarrebourg.fr/Culture/Musee;Ouvert du mercredi au samedi de 10h à 12h et de 14h à 18h et le dimanche et jours fériés de 14h à 18h
639;Jardin d'Hiver, Musée de La Faïence;15-17, Rue Poincaré;57200;SARREGUEMINES;0387989350;www.sarreguemines-museum.com;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h + lundis fériés
640;Moulin de la Blies - Musée des Techniques Faïencières;125, Avenue de la Blies;57200;SARREGUEMINES;0387989350;www.sarreguemines-museum.com;Ouvert du mardi au dimanche & lundis fériés de 10h à 12h et de 14h à 18h du 1er novembre au 31 mars et du 1er avril au 31 octobre de 10h à 18h
641;La Tour aux Puces - Musée du Pays Thionvillois;"Cour du Château
B.P. 30352";57125;THIONVILLE Cedex;0382822552;www.tourauxpuces.com;Ouvert du mardi au dimanche de 14h à 18h du 16 septembre au 14 juin, du mardi au dimanche de 9h30 à 11h30 et de 14h à 18h du 15 juin au 15 septembre
642;Musée Départemental Georges de la Tour;Place Jeann d'Arc;57630;VIC-SUR-SEILLE;0387780530;www.cg57.fr/culture/1-8-delatour.asp;Ouvert du mardi au dimanche de 10h00 à 18h du 28 mars au 1er novembre
643;Musée de l'Image;42 quai de Dogneville;88000;EPINAL;0329814830;www.museedelimage.fr;Ouvert tous les jours du 1er septembre au 30 juin de 9h30 à 12h et de 14h à 18h, vendredi de 9h30 à 18h, dimanche et jours fériés de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 10h à 18h en continu
644;Musée Départemental d'Art Ancien et Contemporain;"1, Place Lagarde
B.P. 436";88011;EPINAL Cedex;0329822033;Site du conseil général - www.vosges.fr;Ouvert le lundi et du mercredi au samedi de 9h à 12h30 et de 13h30 à 18h, le dimanche de 13h30 à 18h
645;Musée de la Lutherie;B.P. 189;88507;MIRECOURT CEDEX;0329370522;www.musee-lutherie-mirecourt.fr;Ouvert de mai à septembre du lundi au samedi de 10h à 12h et de 14h à 18h, d'octobre à avril mercredi et samedi de 10h à 12h et de 14h à 18h, petites vacances scolaires (3 zones) du mercredi au lundi et de 10h à 12h et de 14h à 18h, dimanche et jours féri
646;Musée Louis Français;30, Avenue Louis Français;88370;PLOMBIERES-LES-BAINS;0329660024;site de la ville;Ouvert en 2013 en visite guidée accompagnée et lors de certaines grandes manifestations organisées par la ville
647;Musée Charles Friry;12, Rue du Général Humbert;88200;REMIREMONT;0329625913;www.remiremont.fr/culture/musees.php;Ouvert de janvier à mars du lundi au samedi de 14h à 18h, et en avril de 14h à 18h et de mai à septembre de 10h à 12h et de 14h à 18h, de novembre à décembre de 14h à 18h du mercredi au lundi
648;Musée Charles de Bruyères;70, Rue Charles de Gaulle;88200;REMIREMONT;0329625914;www.remiremont.fr/culture/musees.php;Ouvert de janvier à mars du lundi au samedi de 14h à 18h, et en avril de 14h à 18h et de mai à septembre de 10h à 12h et de 14h à 18h, de novembre à décembre de 14h à 18h du mercredi au lundi
649;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;11, rue Saint-Charles;88100;SAINT-DIE-DES-VOSGES;0329516035;Site de la ville - www.ville-saintdie.fr;Ouvert de mai à mi-octobre du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h, et de mi-octobre à avril du mardi au dimanche de  14h à 18h + mercredi de 10h à 12h
650;Musée Départemental d'Archéologie Précolombienne et de Préhistoire de la Martinique;9, rue de la Liberté;97200;FORT-DE-FRANCE;0596715705;www.cg972.fr/mdap;Ouvert le lundi de 13h à 17h,  du mardi au vendredi de 8h à 17h, le samedi de 9h à 17h
651;Musée du Père Pinchon;Rue du Professeur Raymond Garcin;97200;FORT-DE-France;;;
652;Musée Régional d'Histoire et d'Ethnologie;10, Boulevard du Général de Gaulle;97200;FORT-DE-FRANCE - MARTINIQUE-;0596728187;http://www.cr-martinique.fr/francais/institution/serv-region/musees/histoire_ethno.htm;Ouvert le lundi, mercredi à vendredi de 8h à 17h, le mardi de 14h à 17h, le samedi de 8h à 12h
653;Muséum d'Histoire Naturelle;B.P. 4030;97254;FORT-DE-FRANCE TERRE-SAINVILLE Cedex;0596706841;;
654;Musée de La Canne;Quartier Vatable;97229;LES TROIS ILETS;0596683204;http://www.zananas-martinique.com/martinique-patrimoine/maison-de-la-canne.html;Ouvert du mardi au jeudi de 8h à 17h30, vendredi de 8h à 17h, samedi de 8h30 à 17h et le dimanche de 9h à 17h
655;Ecomusée de la Martinique;Anse Figuier;97211;RIVIERE-PILOTE;0596627914;/www.cr-martinique.fr/francais/institution/serv-region/musees/ecomusee.htm;Ouvert du mardi au jeudi de 8h30 à 17h30, le vendredi de 8h30 à 17h, le samedi de 8h30 à 13h et de 14h à 17h, le dimanche de 9h à 13h et de 14h à 17h
656;Musée Volcanologique Franck Arnold Perret;Rue Victor Hugo;97250;SAINT-PIERRE;0596781516;http://saintpierre-martinique.fr/musee-franck-perret/;Ouvert tous les jours de 9h à 17h
657;Musée Départemental de l'Ariège;Rue du Rocher;09000;FOIX;0534098383;www.sesta.fr ou www.ariege.com/chateaufoix/index.html;Ouvert de janvier à avril et d'octobre à décembre de 10h30 à 12h et de 14h à 17h30, en janvier la 1ère semaine puis seulement les week-ends, en mai de 10h30 à12h et de 14h à 17h30 en semaine et de 9h45 à 12h et de 14h à 18h les week-ends et jours fériés, 
658;Musée du Textile et du Peigne en Corne;65, Rue Jean Jaurès;09300;LAVELANET;0561038919;www.paysdolmes.org - www.geocities.com/amtpc2000;Ouvert en juillet et août de 14h à 19h et de mi-avril à mi-octobre de 14h à 18h du mardi au dimanche
659;Musée de la Préhistoire;Place de l'Eglise;09290;LE MAS D'AZIL;0561699722;www.grotte-masdazil.com;Ouvert en février, mars vacances et dimanches de 14h à 18h, d'avril à juin et septembre du mardi au dimanche de 14h à 18h, juillet/août tous les jours de 11h à 13h et de 14h à 19h, octobre/novembre les dimanches, jours fériés et vacances de 14h à 18h (fer
660;Musée de la Forge;Route de Paris;09330;MONTGAILHARD;0534093060;www.sesta.fr;Ouvert lors des vacances d'hiver toutes zones, les vacances de Noël et du 1er dimanche d'avril au 30 juin tous les jours de 10h à 12h et de 13h30 à 18h, le dimanche et jours fériés de 10h à 12h et de 13h30 à 18h30, en juillet-août tous les jours de 10h à 
661;Musée d'Archéologie;32, Village;09300;MONTSEGUR;0561010694;Site de la ville : www.citaenet.com/montsegur;Ouvert de février à mars de 14h à 17h, en avril de 14h à 18h, de mai à septembre de 11h à 13h et de 14h à 19h, en octobre de 14h à 18h et de novembre à décembre de 14h à 17h
662;Musée du Palais des Evêques;Route de Montjoie;09190;SAINT-LIZIER;0561048186;Site du Service d'exploitation des sites touristiques de l'Ariège - www.sesta.fr ou www.grands-sites-ariege.fr;Ouvert de 14h à 18h du 2 au 5 janvier, du 25 février au 10 mars, du 31 mars au 30 juin, du 17 septembre au 3 novembre et du 22 au 31 décembre et de 10h30 à 19h du 1er juillet au 15 septembre
663;Musée Régional de Géologie Pierre Vetter;Avenue Paul Ramadier;12300;DECAZEVILLE;0565433008;www.decazeville.fr ou www.musees-midi-pyrenees.fr;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h
664;Musée Joseph Vaylet;"Ancienne église St. Jean Baptiste
35, rue Droite";12500;ESPALION;0565441063;www.museeduscaphandre.com;Ouvert de juin à septembre du mardi au dimanche de 10h à 12h et de 14h à 18h. Accueil des groupes sur rendez-vous
665;Musée des Mœurs et Coutumes, Musée du Rouergue;Place Pierre Frontin;12500;ESPALION;0565441991;www.aveyron-culture.com;Ouvert de juin à septembre du mardi au jeudi de 10h à 12h et de 14h à 18h, du vendredi au dimanche de 14h à 18h
666;Musée Municipal de Millau;"Hôtel de Pégayolles
Place du Maréchal Foch";12100;MILLAU;0565590108;www.millauculture.fr ou www.ot-millau.fr;Ouvert de septembre à juin du lundi au samedi de 10h à 12h et de 14h à 18h, en juillet-août tous les jours de 10h à 12h30 et de 14h30 19h
667;Musée des Beaux-Arts Denys Puech;Place Georges Clemenceau;12000;RODEZ;0565778960;http://musee-denys-puech.grand-rodez.com/;Ouvert du mardi au vendredi de 10 h à 12 h et de 14 h à 18 h, samedi et dimanche de 14h à 18h
668;Musée Soulages;"Jardin du Foirail
Avenue Victor Hugo";12000;RODEZ;0565738244;http://musee-soulages.rodezagglo.fr/;Ouvert d'avril à juin du mardi au dimanche de 11h à 19h, en juillet-août le lundi de 14h à 19h et du mardi au dimanche inclus de 10h à 19h, en septembre du mardi au dimanche inclus de 11h à 19h, d'octobre à avril du mardi au vendredi de 10h à 12h et de 14
669;Musée Fenaille;14, Place Eugène Raynaldy;12000;RODEZ;0565738430;http://musee-fenaille.rodezagglo.fr/;Ouvert du 11 avril au 30 juin et du 1er au 30 septembre du mardi au samedi de 11h à 19h, le dimanche de 14h à 19h, en juillet-août le lundi de 14h à 19h et du mardi au dimanche de 10h à 19h, du 1er octobre au 31 mars du mardi au vendredi de 10h à 12h et d
670;Musée Municipal d'archéologie;Rue Saint-Pierre;12250;ROQUEFORT-SUR-SOULZON;0565599195;;
671;Musée des Arts et Métiers Traditionnels;;12330;SALLES-LA-SOURCE;0565672896;www.musees-aveyron.fr;"Ouvert en avril et octobre les  mercredi , jeudi et dimanche de 14h à 18h, mai/juin/septembre du mercredi au lundi de 14h à 18h, juillet-août du mardi au vendredi de 10h à 12h30 et de 13h30 à 18h30, les samedi, dimanche et lundi de 13h30 à 18h30
Visites "
672;Musée du Charroi Rural et de l'Artisanat Traditionnel;Ancienne Eglise Saint-Firmin;12120;SALMIECH;0565742355;www.musee-charroi-rural-salmiech.fr;Ouvert en Juillet et Août tous les jours de 11h à 12h et de 14h30 à 18h30. Autres jours de l'année, sur rendez-vous
673;Musée Municipal Urbain Cabrol;Place de la Fontaine;12200;VILLEFRANCHE-DE-ROUERGUE;0565454437;www.villefranchederouergue.fr;Ouvert d'avril à juin et septembre du mardi au samedi de 14h à 18h, juillet-août du mardi au samedi de 10h à 12h et de 14h30 à 18h30
674;Musée des Jacobins;4, Place Louis Blanc;32000;AUCH;0562057479;www.musee-jacobins.auch.fr www.auch-tourisme.com ou site de la mairie;Ouvert du 1er février au 31 mars et du 1er novembre au 31 décembre du lundi au vendredi de 14h à 17h, le samedi samedi et dimanche de 10h à 12h et de 14h à 17h, du 1er avril au 31 octobre tous les jours de 10h à 12h et de 14h à 18h
675;Musée de l'Armagnac;2, Rue Jules Ferry;32100;CONDOM;0562284717;site du département : www.gers-gascogne.com;Ouvert de novembre à mars du mercredi au dimanche de 14h à 17h et d'avril à octobre du mercredi au lundi de 10h à 12h et de 15h à 18h
676;Musée Archéologique;Place de la République;32180;EAUZE;0562097138;site du département : www.gers-gascogne.com ou site de la mairie;Ouvert du 1er mars au 30 juin et du 1er septembre au 30 novembre tous les jours de 10h à 12h et de 14h à 18h, du 1er juillet au 31 août tous les jours de 10h à 19h
677;Musée d'Archéologie;"Place du Général de Gaulle
Hôtel de Ville";32700;LECTOURE;0562687022;site du département : www.gers-gascogne.com;"Ouvert du 1er mars au 30 septembre de 10h à 12h et de 14h à 18h.
Du 1er octobre au 28 février de 10h à 12h et de 14h à 18h"
678;Musée Campanaire;Place de l'Hôtel de ville;32600;L'ISLE JOURDAIN;0562073001;site du département : www.gers-gascogne.com;Ouvert du 15 juin au 14 septembre de 10h à 12h et de 14h30 à 18h30, du 15 septembre au 14 juin de 10h à 12h et de 14h30 à 17h30
679;Musée Joseph Abeilhe;"Mairie de Marciac
19, Place de l'Hôtel de Ville";32230;MARCIAC;0562093803;Site de la région : www.musees-midi-pyrenees.fr;Ouvert du lundi au vendredi de 8h30 à 12h et de 13h30 à 17h
680;Musée des Beaux-Arts et des Arts Décoratifs;13, rue de l'Evêché;32300;MIRANDE;0562666810;site du département : www.gers-gascogne.com;Ouvert du lundi au vendredi de 9h à 12h et de 14h à 18h, le samedi de 10h à 12h et de 15h à 18h, et le dimanche de 10h à 12h en juillet août
681;Musée de Préhistoire;Avenue de Benabarre;31420;AURIGNAC;0561909072;www.musee-aurignacien.com;Ouvert de septembre à juin du mercredi au dimanche de 14h à 18h, et en juillet-août et vacances zone C du mardi au dimanche de 10h à 18h
682;Musée du Pays de Luchon;18, Allée d'Etigny;31110;BAGNERES-DE-LUCHON;0561792987;www.luchon.com ou www.mairies-luchon.fr -www.musees-midi-pyrenees.fr;Ouvert en janvier et décembre le mardi, jeudi et vendredi de 10h à 12h et de 15h à 18h, le mercredi, samedi et dimanche de 9h à 12h et de 14h à 18h. De février à juin et de septembre à octobre le lundi, mardi, jeudi et vendredi de 10h à 12h et de 15h à 18
683;Musée Municipal;Place Henri Dulion;31220;MARTRES-TOLOSANE;0561986641;www.tourisme-martres-tolosane.fr;Ouvert du mardi au vendredi de 9h30 à 12h30 et de 13h30 à 17h30 de décembre à février, de mars à mi-juin et de mi-septembre à fin novembre du mardi au samedi de 9h30 à 12h30 et de 13h30 à 17h30 et de mi-juin à mi septembre tous les jours et jours fériés d
684;Musée Archéologique Départemental;Bâtiment de l'Ancienne Gendarmerie;31510;SAINT-BERTRAND-DE-COMMINGES;0561883179;http://www.musees-midi-pyrenees.fr/musees/musee-archeologique-departemental;Expositions temporaires tous les jours de 10h à 17h de mai à septembre
685;Musée Municipal d'Art et d'Histoire;6, place de Mas Saint Pierre;31800;SAINT-GAUDENS;0561890542;www.mairiestgaudens.fr;"Exposition hors les murs
Juillet-août - du lundi au samedi de 9h à 12h et de 13h30 à 18h
Sept.-nov. : du mardi au samedi de 14h30 à 18h, sauf jeudi de 10h à 12h30"
686;Les Abattoirs, Musée d'Art Moderne et Contemporain;76, allées Charles-de-Fitte;31300;TOULOUSE;0562485800;www.lesabattoirs.org;Ouvert du mercredi au dimanche de 12h à 18h , nocturne le jeudi jusqu'à 20h
687;Musée Paul Dupuy;13, Rue de la Pléau;31000;TOULOUSE;0531229540;Site des musées de la région : www.musees-midi-pyrenees.fr/;Ouvert du mardi au dimanche de 10h à 17h d'octobre à mai et de 10h à 18h de juin à septembre
688;Musée Georges Labit;17, rue du Japon;31400;TOULOUSE;0561534825;;Ouvert du mardi au dimanche de 10h à 17h d'octobre à mai et de 10h à 18h de juin à septembre
689;Musée du Vieux Toulouse;"Hôtel Dumay
7, Rue du May";31000;TOULOUSE;0562271150;htt://toulousainsdetoulouse.fr;Ouvert de mi-avril à mi-novembre du lundi au samedi de 14h à 18h. Ouvert toute l'année sur rendez-vous pour les groupes.
690;Musée des Transports et des Communications;93, avenue Jules Julien;31400;TOULOUSE;0561550210;http://asptuit.free.fr;Ouvert les jeudis de 10h à 12h et de 14h à 16h et sur rendez-vous
691;Muséum d'Histoire Naturelle;35, allées Jules Guesde;31000;TOULOUSE;0567738484;www.museum.toulouse.fr;Ouvert de 10h à 18h du mardi au dimanche
692;Musée des Augustins;21, rue de Metz;31000;TOULOUSE;0561222182;www.augustins.org;Ouvert tous les jours de 10h à 18h. Nocturne le mercredi jusqu'à 21h
693;Musée Saint-Raymond;1, Place Saint Sernin;31000;TOULOUSE;0561223144;www.SaintRaymond.toulouse.fr;Ouvert tous les jours de 10h à 18h, de 10h à 19h du 1er juillet au 31 août. Fermeture exceptionnelle à 17h les 24 et 31 décembre
694;Musée de la Vie Quotidienne dans les Pyrénées;Rue Hount-Blanque;65200;BAGNERES-DE-BIGORRE;0562910733;;
695;Musée Salies;Place des Thermes;65200;BAGNERES-DE-BIGORRE;0562910726;www.museesbagneres.fr/;Ouvert du mercredi au dimanche de 10h à 12h et de 14h à 18h, samedi et dimanche de 15h à 18h
696;Muséum d'Histoire Naturelle;7, Place des Thermes de Salut;65200;BAGNERES-DE-BIGORRE;0562911205;www.museesbagneres.fr/;Ouvert de mai à octobre du mercredi au dimanche de 15h à 18h, de novembre à avril le mercredi et dimanche de 15h à 18h
697;Musée Pyrénéen;Château fort;65100;LOURDES;0562423737;www.chateaufort-lourdes.fr ou site de la ville - http://www.lourdes-visite.com/;Ouvert de janvier à mi-avril de 10h à 18h, le lundi de 14h à 18h, de mi-avril à mi-octobre de 10h à 19h  et de mi-octobre à fin décembre de 10h à 18h et le lundi de 14h à 18h
698;Musée Municipal;Presbytère;65120;LUZ-SAINT-SAUVEUR;0562923588;;Ouvert tous les jours de juin à septembre de 16h à 18h30
699;Musée-château Gaston Phébus;Château-Fort de Mauvezin;65130;MAUVEZIN;0562391027;www.chateaudemauvezin.com;Ouvert tous les jours du 16 octobre au 14 avril de 13h30 à 17h30 et du 15 avril au 15 octobre de 10h à 19h
700;Musée Massey;"Rue Achille Jubinal
Jardin Massey";65000;TARBES;0562361283;www.musee-massey.com;Ouvert du mercredi au lundi de 10h à 12h30 et de 13h30 à 19h du 15 octobre au 15 avril et de 10h à 12h et de 14h à 17h du 14 avril au 16 octobre
701;Musée de Préhistoire de Cabrerets;"Centre de Préhistoire du Pech Merle
Mairie";46330;CABRERETS;0565312333;www.pechmerle.com;Ouvert tous les jours  d' avril au 11 novembre 2012 de 9h45 à 12h45 et de 13h45 à 18h30
702;Musée Henri Martin;792, Rue Emile Zola;46000;CAHORS;0565208866;www.mairie-cahors.fr/musee;Ouvert du mercredi au lundi de 11h à 18h, dimanche et jours fériés de 14h à 18h
703;Musée d'Histoire de Figeac;"Rue Victor Delbos
Cour du Puy";46100;FIGEAC;0565340625;http://www.musee-champollion.fr/;Ouvert en juillet – août de 14h30 à 18h30, tous les jours, et pour les groupes, sur réservation auprès du musée Champollion
704;Musée Champollion - Les Ecriture du Monde;4, Rue des Frères Champollion;46100;FIGEAC;0565503108;www.musee-champollion.fr;Ouvert juillet-août tous les jours de 10h30 à 18h30, et du mardi au dimanche d'avril à  juin et septembre-octobre de 10h30 à 12h30 et de 14h à 18h, de novembre à mars de 14h à 17h30. Ouvert les lundis de Pâques et de Pentecôte
705;Musée Murat;Place de Tolentino;46240;LABASTIDE MURAT;0565352363;site de l'association des amis du musée;Ouvert du mercredi au lundi du 15 juillet au 15 septembre de 10h à 12h et de 15h à 18h ainsi que les deux jours JEP
706;"Musée Archéologique ""Armand-Viré""";Rue de la Ville;46140;LUZECH;0565201727;http://www.ville-luzech.fr/musee-archeologique-armand-vire-luzech;Ouvert en juillet/août de 10h à 13h et de 14h à 18h du lundi au samedi. Autre période contacter l'O.T.
707;Musée Gallo-Romain d'Uxellodunum;"Palais de la Raymondie
Place des Consuls";46600;MARTEL;0565373003;;Ouvert de 10h à 12h30 et de 15h à 18h30 en juillet-Août
708;Musée d'Art Sacré;Parvis des Sanctuaires;46500;ROCAMADOUR;0565332330;;
709;Musée Départemental de Cuzals;;46330;SAULIAC-SUR-CELE;0565534314;www.museeduquercy.com;Ouvert de fin avril à juin et septembre du  mercredi au dimanche de 14h à 18h, en juillet-août tous les jours de 10h à 19h
710;Musée de l'Automate;Place de l'Abbaye;46200;SOUILLAC;0565370707;www.musee-automate.fr;Ouvert en  juillet-août tous les jours de 10h à 12h30 et de 14h à 18h30, du mardi au dimanche d'avril à juin et en septembre/octobre de 10h à 12h et de 15h à 18h et du mardi au dimanche de janvier à mars et novembre/décembre de 14h30 à 17h30
711;Musée Municipal;Mairie;46110;VAYRAC;0565324026;http://www.vayrac.fr/uxellodunum.php?lg=fr;Ouvert en juillet août du mardi au dimanche de 10h à 12h et de 16h à 19h
712;Musée Toulouse Lautrec;"Palais de la Berbie
B.P. 100";81003;ALBI Cedex;0563494870;www.musee-toulouse-lautrec.com;Ouvert du mercredi au lundi de janvier à mars de 10h à 12h et de 14h à 17h30, d'avri à mai et octobre de 10h à 12h et de 14h à 18h, du 1er au 20 juin de 9h à 12h et de 14h à 18h de mi-juin au 30 septembre de 9h à 18h, en octobre de 10h à 12h et de 14h à 1
713;Musée Eugénie et Maurice Guérin;Château de Cayla;81140;ANDILLAC;0563339030;http://musee-cayla.tarn.fr/;Ouvert en janvier et février, samedi et dimanche de 14h à 17h, de mars à avril et de novembre à décembre du mercredi au dimanche de 14h à 17h, de mai à juin et de septembre à octobre du mercredi au lundi de 10h à 12h et de 14h à 18h, juillet-août tous les
714;Musée Jean Jaurès;2, Place Pélisson;81100;CASTRES;0563624183;http://www.ville-castres.fr/centre-national-et-musee-jean-jaures-presentation;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h (17h du 1er octobre au 31 mars), juillet-août ouvert tous les jours
715;Musée Goya;"Hôtel de Ville
B.P. 10406";81108;CASTRES Cedex;0563715930;www.ville-castres.fr;Ouvert du 1er octobre au 31 mars de 9h à 12h et de 14h à 17h, du 1er avril au 30 septembre le dimanche et jours fériés de 9h à 12h et de 14h à 18h, en  juillet-août tous les jours de 10h à 18h
716;Musée Charles Portal - Histoire et Patrimoine;"Porte des Ormeaux
1, Rue Saint-Michel";81170;CORDES-SUR-CIEL;0563560611; http://musee-charles-portal.asso-web.com ou http://savieuxcordes.canalblog.com;Ouvert de Pâques à la Toussaint vendredi, samedi, dimanche et jours fériés de 15h à 18 et en juillet-août du mercredi au lundi de 14h30 à 18h30
717;Musée du protestantisme en Haut-Languedoc;"""La Ramade""";81260;FERRIERES;0563740549;www.mprl.fr et www.musees-midi-pyrenees.fr;Ouvert de juillet à septembre tous les jours de 10h à 12h et de 15h à 19h, mardi et dimanche de 15h à 19h, visites guidées à 15h30 et 17h, hors saison du lundi au vendredi de 14h à 17h, dimanches et jours fériés de 14h à 18h, visites guidées à 14h30 et 16
718;Musée de l'Abbaye Saint-Michel;Place Saint-Michel;81600;GAILLAC;0563410381;site de la ville;Ouvert de novembre à avril les vendredis, samedis et dimanches de 10h à 12h et de 14h à 18h, et de mai à octobre du mercredi au lundi de 10h à 12h et de 14h à 18h
719;Musée des Beaux-Arts;Avenue Dom-Vayssette;81600;GAILLAC;0563571825;Site de la ville www.ville-gaillac.fr;Ouvert de novembre à avril les vendredis, samedis et dimanches de 10h à 12h et de 14h à 18h, et de mai à octobre du mercredi au lundi de 10h à 12h et de 14h à 18h
720;Muséum d'histoire naturelle Philadelphe Thomas;Place Philadelphe Thomas;81600;GAILLAC;0563573631;Site de la ville :  www.ville-gaillac.fr;Ouvert de novembre à avril les vendredis, samedis et dimanches de 10h à 12h et de 14h à 18h, et de mai à octobre du mercredi au lundi de 10h à 12h et de 14h à 18h
721;Musée Départemental du Textile;Rue de la Rive;81270;LA-BASTIDE-ROUAIROUX;0563980860;http://musees-departementaux.tarn.fr;Ouvert de mars à avril du mercredi au dimanche de 14h à 17h, de mai à juin du mercredi au lundi de 10h à 12h et de 14h à 18h, de juillet à août tous les jours de 10h à 12h30 et de 14h à 19h de septembre à octobre du mercredi au lundi de 10h à 12h et de 14
722;Musée du Pays Vaurais;1, rue Jouxaygues;81500;LAVAUR;0563580342;www.musees-midi-pyrenees.fr/musees/musee-du-pays-vaurais;"Ouvert du 15 mai au 15 juillet  mercredi et du vendredi au dimanche de 14h à 18h, du 15 juillet au 31 août du samedi au lundi de 14h à 18h et du mardi au vendredi : 10h-12h et 14h00-18h et du 31 août au 20 septembre 2015 :
14h-18h (du mardi au dimanche s"
723;Musée Raymond Lafage;10, Rue Victor Mazies;81310;LISLE-SUR-TARN;0563404545;www.ville-lisle-sur-tarn.fr - http://musee.lislesurtarn.over-blog.fr/;Ouvert du mercredi au lundi de 10h à 12h et de 15h à 18h du 1er avril au 31 octobre
724;Musée du Pays Rabastinois;"Hôtel de La Fite
2, Rue Amédée Clausade";81800;RABASTENS;0563406565;Site de la région : www.musees-midi-pyrenees.fr/musees/musee-du-pays-rabastinois;Ouvert du mardi au vendredi de 10h à 12h et de 14h à 18h, samedi, dimanche et jours fériés de 14h à 18h
725;Musée du Vieil Auvillar;"Mairie
Place de la Halle";82340;AUVILLAR;0563395733;www.auvillar.com;Ouvert du 15 avril au 15 octobre du mercredi au lundi de 14h30 à 18h30 et du 16 octobre au 14 avril samedi et dimanche de 14h30 à 17h30
726;Musée Théodore Calbet;15, Rue Jean de Comère;82170;GRISOLLES;0563028306;www.museecalbet.com;Ouvert du mercredi au samedi de 15h à 18h et sur rendez-vous pour les groupes et les scolaires
727;Musée des arts et traditions populaires;4, Rue de l'Abbaye;82200;MOISSAC;0563046363;;Ouvert d'avril à juin et de septembre à octobre du mardi au dimanche  de 10h à 12h et de 14h à 17h, en  juillet-août tous les jours de 10h à 13h et de 14h à 18h
728;Musée d'Histoire Naturelle Victor Brun;2, Place Antoine Bourdelle;82000;MONTAUBAN;0563221385;www.museum.montauban.com/;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h et le dimanche de 14h à 18h
729;Musée Ingres;BP 752;82013;MONTAUBAN Cedex;0563221291;www.montauban.com;Ouvert du 1er novembre au 30 mars du mardi au samedi de 10h à 12h et de 14h à 18h, le dimanche de 14h à 18h, du 1er avril au 31 octobre du mardi au dimanche de 10h à 12h et de 14h à 18h, de  juillet à septembre tous les jours de 10h à 18h
730;Musée de Préhistoire;"Hôtel de Ville
Place de la Mairie";82140;SAINT-ANTONIN-NOBLE-VAL;0563682352;Site de la ville : www.saint-antonin-noble-val.com;Ouvert du mardi au samedi de 16h à 19h
731;Musée Théophile Jouglet;215, Avenue Anatole-France;59410;ANZIN;0361321060;site de la ville ou www.mediatheque-anzin.fr;Ouverture du mardi au vendredi de 14h30 à 18h et le samedi de 14h30 à 18h30
