NOMREG;NOMDEP;ANNEXE;NOM DU MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES
LANGUEDOC-ROUSSILLON;AUDE;;MusÇe ArchÇologique;B.P. 823;11108;NARBONNE cedex;0468903054;0468903059;www.mairie-narbonne.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 dÇcembre;Ouvert du 1er novembre au 31 mars du mercredi au lundi de 14h Ö 17h, du 1er avril au 14 juillet du mercredi au lundi de 10h Ö 12h et de 14h Ö 17h, et du 15 juillet au 31 octobre tous les jours de 10h Ö 13h et de 14h30 Ö 18h;
LANGUEDOC-ROUSSILLON;AUDE;;MusÇe d'Art et d'Histoire;B.P. 823;11108;NARBONNE Cedex;0468903054;0468903059;www.mairie-narbonne.ff;1er janvier, 1er mai, 1er et 11 novembre, 25 dÇcembre;Ouvert du 1er octobre au 31 mai du mercredi au lundi de 10h Ö 12 et de 14h Ö 17h, et du 1er juin au 30 septembre tous les jours de 10h Ö 18h;
LANGUEDOC-ROUSSILLON;AUDE;;MusÇe ArchÇologique;AllÇe des Potiers;11590;SALLELES D'AUDE;0468468948;0468468811;www.amphoralis.com;1er mai, 1er et 11 novembre et du 19 dÇcembre au 6 janvier;Ouvert d'octobre Ö mai du mardi au vendredi de 13h30 Ö 17h, samedi-dimanche de 10h Ö 12h et de 14h Ö 18 et de juin Ö septembre du mardi au dimanche de 10h Ö 12h et de 15h Ö 19h;
LANGUEDOC-ROUSSILLON;AUDE;;MusÇe des Corbiäres;Place de la LibÇration;11130;SIGEAN;0468415989;0468488789;www.sigean.fr  ou www.audealaculture.fr;;Ouvert de novembre Ö mars de 9h Ö 12h le mercredi et de 14h Ö 15h45 lundi, mardi jeudi et vendredi, en septembre, octobre, avril Ö juin de 14h Ö 15h45 le lundi, mardi, jeudi et vendredi, en juillet-aoñt de 15h Ö 18h le lundi, mardi, jeudi et vendredi. Vis;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe-Bibliothäque Pierre-AndrÇ Benoåt;"Rue de Brouzen
Pìle culturel de Rochebelle";30100;ALES;0466869869;0466342051;site de la ville - www.ville-ales.fr;1äre quinzaine de fÇvrier, 1er novembre, 25 dÇcembre, 1er janvier, 1er mai, 14 juillet, jeudi de l'Ascension;Ouvert du lundi au dimanche de septembre Ö juin de 14h Ö 18h et de 11h Ö 18h lors des expositions estivales;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe du Colombier;Rue Jean Mayodon;30100;ALES;0466863040;0466342051;site de la ville - www.ville-ales.fr;2äme quinzaine de fÇvrier, 1er janvier, 1er mai, jeudi de l'Ascension, 14 juillet, 1er novembre, 25 dÇcembre;Ouvert du lundi au dimanche de septembre Ö juin de 14h Ö 18h;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe LÇon Alägre;24, avenue Paul Langevin;30200;BAGNOLS-SUR-CEZE;0466897400;0466905939;Site de la ville ou site du conseil gÇnÇral;FÇvrier;Ouvert mardi, jeudi et vendredi de 10h Ö 12h et de 14h Ö 18h;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe Albert AndrÇ;"Hìtel de ville
Place Auguste-Mallet";30200;BAGNOLS-SUR-CEZE;0466505056;0466905939;Site dela ville ou Site du conseil gÇnÇral;FÇvrier;Ouvert du mardi au dimanche de 10h Ö 12h et de 14h Ö 18h;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe Municipal de la Vignasse;"Mairie
Rue de l'Hìtel de ville";30300;BEAUCAIRE;0466599007;0466594761;www.beaucaire.fr/spip.php?article65;Du 25 dÇcembre au 2 janvier inclus + jours fÇriÇs;Ouvert du 1er avril au 31 octobre de 10h Ö 12h30 et de 14h Ö 18h et du 1er novembre au 31 mars de 10h Ö 12h et de 14h Ö 17h;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe CÇvenol;1, Rue des Calquiäres;30120;LE VIGAN;0467810686;0467819937;www.musee-cevenol-levigan.fr ou http://museecevenol-levigan.jimdo.com/;De janvier Ö mars, en  novembre et dÇcembre, 1er janvier, 1er mai, 1er et 11 novembre, 25 dÇcembre;Ouvert d'Avril Ö juin et en septembre, octobre du mercredi au dimanche de 10h Ö 12h et de 14h Ö 18h,  exceptionnellement le lundi de PÉques et lundi de Pentecìte, en  juillet et aoñt, du mercredi au lundi de 10h Ö 13h et de 15h Ö 18h30;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe du Vieux Nåmes;Place aux Herbes;30000;NIMES;0466767370;0466767371;www.nimes.fr/index.php?id=283;1er janvier, 1er mai, 1er novembre et 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 18h;Jeudis en juillet-aoñt
LANGUEDOC-ROUSSILLON;GARD;;MusÇe ArchÇologique;13, Boulevard Amiral Courbet;30000;NIMES;0466767480;0466767494;www.nimes.fr/index.php?id=280;1er janvier, 1er mai, 1er novembre et 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 18h;
LANGUEDOC-ROUSSILLON;GARD;MusÇe du Vieux Nåmes;MusÇe des Cultures Taurines;6, Rue Alexandre Ducros;30000;NIMES;0466368377;0466210958;http://www.nimes.fr/index.php?id=282;1er janvier, 1er mai, 1er novembre et 25 dÇcembre. De la Toussaint Ö l'Ascension;Ouvert du mardi au dimanche de 10h Ö 18h de juin Ö novembre;Jeudis en juillet-aoñt
LANGUEDOC-ROUSSILLON;GARD;;CarrÇ d'Art MusÇe d'Art Contemporain de Nåmes;Place de la Maison CarrÇe;30031;NIMES Cedex 1;0466763570;0466763585;www.carreartmusee.nimes.fr;1er mai, 1er novembre, 25 dÇcembre et 1er janvier;Ouvert du mardi au dimanche de 10h Ö 18h;jeudi soir en juillet-aìut
LANGUEDOC-ROUSSILLON;GARD;;MusÇe d'Histoire Naturelle et de PrÇhistoire;13 Bis, Bd Amiral Courbet;30033;NIMES Cedex 9;0466767345;0466767346;site de la ville - www.nimes.fr;1er janvier, 1er mai, 1 & 11 novembre, 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 18h;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe des Beaux-Arts;Rue CitÇ Foulc;30033;NIMES Cedex 9;0466767191;0466767192;www.nimes.fr;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 18h et le second jeudi de chaque mois de 10h Ö 21h (jeudi des copistes) et tous les jeudis en juillet-aoñt;Second jeudi de chaque mois jusqu'Ö 21h, et tous les jeudis en juillet aoñt
LANGUEDOC-ROUSSILLON;GARD;;MusÇe Paul Raymond;Place de l'Ancienne Mairie;30130;PONT-SAINT-ESPRIT;0466390998;0466905939;;;;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe DÇpartemental d'Art SacrÇ du Gard;"Maison des Chevaliers
2, Rue Saint-Jacques";30130;PONT-SAINT-ESPRIT;0466391761;0466905939;http://www.gard-provencal.com/musees/artsacre.htm;FÇvrier;Ouvert du mardi au dimanche de 10h Ö 12h et de 14h Ö 18h de septembre Ö juin et en juillet-aoñt de 10h Ö 12h30 et de 15h Ö 18h30;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe de la Maison Romane;"Place de la Maison Romane
B.P. 77";30800;SAINT-GILLES-DU-GARD;0466874042;0466877819;http://saint-gilles.fr/musee-de-la-maison-romane;Janvier, jours fÇriÇs, le 24 et 31 dÇcembre;Ouvert d'avril Ö octobre du lundi au samedi de 9h30 Ö 12h30 et de 14h Ö 18h, de novembre Ö mars du lundi au samedi de 9h30 Ö 12h30 et de 14h Ö 17h30;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe des VallÇes CÇvenoles;B.P. 08;30270;SAINT-JEAN DU GARD;0466851048;0466851361;www.museedescevennes.com;;"MusÇe fermÇ en 2014 - rÇouverture prÇvue au printemps 2016

Ouvert d'avril Ö juin et de septembre Ö octobre tous les jours de 10h Ö 12h30 et de 14h Ö 19h, de juillet Ö aoñt tous les jours de 10h Ö 19h, de novembre Ö mars le mardis et le jeudis de 9h Ö 1";
LANGUEDOC-ROUSSILLON;GARD;;MusÇe Municipal Georges Borias;BP 103;30701;UZES Cedex;0466224023;;http://uzesmusee.blogspot.com ou http://www.uzes-tourisme.com/sitefr/musees/borias.htm;Janvier, 1er novembre, 25 dÇcembre;Ouvert du mardi au dimanche de  novembre Ö fÇvrier de 14h Ö 17h, de mars Ö juin et septembre Ö octobre de 15h Ö 18h, juillet-aoñt de 10h Ö 12h et de 15h Ö 18h;
LANGUEDOC-ROUSSILLON;GARD;;MusÇe Pierre de Luxembourg;3, Rue de la RÇpublique;30400;VILLENEUVE-LES-AVIGNON;0490274966;0466905939;Site du conseil gÇnÇral;FÇvrier;Ouvert du mardi, jeudi et vendredi, samedi et dimanche de 14h Ö 17h, le mercredi de 10h Ö 12h et de 14H Ö 17h de novembre Ö avril, et de mai Ö octobre du mardi au dimanche de 10h Ö 12h30 et de 14h Ö 18H;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe Agathois;5 rue de la FraternitÇ;34300;AGDE;0467948251;0467010314;;24 dÇcembre au 2 janvier, jours fÇriÇs;Ouvert de septembre Ö juin du mardi au samedi de 9h Ö 12h et de 14h Ö 17h30 en juillet-aoñt du mardi au samedi de 10h Ö 17h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe du Biterrois;"Rampe du 96äme
caserne Saint Jacques";34500;BEZIERS;0467368161;0467368169;Site de la ville;1er janvier, dimanche de PÉques, 1er mai et 25 dÇcembre;Ouvert du 1er octobre au 31 mai du mardi au vendredi de 10h Ö 17h, samedi et dimanche de 10h Ö 18h et du 1er juin au 30 septembre du mardi au dimanche de 10h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe des Beaux-Arts de BÇziers;Place de la RÇvolution;34500;BEZIERS;0467283878;0467629193;www.ville-beziers.fr/culture/02.cfm;1er janvier, dimanche de PÉques, 1er mai et 25 dÇcembre;Ouvert du 1er octobre au 31 mai du mardi au vendredi de 10h Ö 17h, samedi et dimanche de 10h Ö 18h et du 1er juin au 30 septembre du mardi au dimanche de 10h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇum d'Histoire Naturelle;15 Place Pierre Semard;34500;BEZIERS;0467368161;0467368169;Site de la ville;1er janvier, dimanche de PÉques, 1er mai et 25 dÇcembre;"Ouvert du  1 er avril au 30 juin de 9h Ö 12h et de 14h Ö 18h,  du 1 er juillet au 31 aoñt de 10h Ö 18h,	 duer septembre au 31 octobre de 9h Ö 12h et de 14h Ö 18h,	 duer novembre au 31 mars de 9h Ö 12h et de 14h 17h";
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe de l'Etang de Thau;Quai du Port de Pàche;34140;BOUZIGUES;0467783357;0467785156;www.bouzigues.fr/musee;1er Janvier, 25 DÇcembre;Ouvert du lundi au dimanche en juillet-aoñt de 10h Ö 12h30 et de 14h30 Ö 19h, de novembre Ö fÇvrier de 10h Ö 12h et de 14h Ö 17h, de mars Ö Juin et de septembre Ö octobre de 10h Ö 12h et de 14h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe Municipal;4 bis, Rue Lucien Salette;34110;FRONTIGNAN-LA-PEYRADE;0467185005;0467185081;site de la ville - www.ville-frontignan.fr;;;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe de la Cloche et de la Sonnaille;"Espace Campanaire AndrÇ-Malraux
Avenue de la Gare";34600;HEREPIAN;0467953995;0467232801;www.ot-lamaloulesbains.fr;Janvier;Ouvert de 14h Ö 19h du mardi au dimanche de mai Ö octobre;
LANGUEDOC-ROUSSILLON;HERAULT;;Site ArchÇologique Lattara - MusÇe Henri Prades de Montpellier AgglomÇration;390, Avenue de PÇrols;34970;LATTES CÇdex;0467997720;0467997721;www.montpellier-agglo.com/museearcheo;1er janvier, 1er mai, 14 juillet, 15 aoñt, 1er novembre et 25 dÇcembre;Ouvert le lundi, mercredi au vendredi de 10h Ö 12h et de 13h30 Ö 17h30, samedi, dimanche et jours fÇriÇs de 14h Ö 19h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe de l'Ephäbe;Mas de La Clape;34300;LE CAP D'AGDE;0467946960;0467946969;www.museecapdagde.com;1er mai, vacances de Noâl et jour de l'An;Ouvert de septembre Ö juin du lundi au vendredi de 10h Ö 12h et de 14h Ö 18h, samedi et dimanche de 9h Ö 12h et de 14h Ö 17h en juillet-aoñt tous les jours de 10h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;Maison des Consuls - MusÇe d?Arts et d?ArchÇologie;Rue des Consuls;34270;LES MATELLES;0467841868;0467551701;www.museedesmatelles.fr;DÇcembre, janvier, fÇvrier;Ouvert de septembre Ö dÇcembre 2015. En septembre et octobre du mercredi Ö dimanche et les jours fÇriÇs de 14h Ö 18h, en novembre et dÇcembre le samedi et dimanche et les jours fÇriÇs de 14h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe Fleury;"Hìtel du Cardinal de Fleury
Square Georges Auric";34700;LODEVE;0467888610;0467444833;www.museedelodeve.fr;1er Janvier, 1er Mai, 1er Novembre, 25 DÇcembre;Ouvert de juin Ö novembre du mardi au dimanche de 10h Ö 18h, le reste de l'annÇe du mardi au dimanche de 9h30 Ö 12h et de 14h Ö 18h;Tous les mardis jusqu'Ö 22h du 6 juillet au 24 aoñt
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe ArchÇologique;Place du Monument aux Morts;34210;MINERVE;0468912292;0468912292;;DÇcembre, janvier et 22 jours en fÇvrier;Ouvert tous les jours de 10h Ö 13h et de 14h Ö 18h du 1er mars Ö mi-novembre;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe Fabre;13, rue Montpellieret;34000;MONTPELLIER;0467148300;0467660920;www.museefabre.fr;1er janvier, 1er mai, 15 aoñt, 1er novembre, 25 dÇcembre;Ouvert  du mardi au  dimanche de 10h Ö 18h pour le musÇe permanent, et pour l'Hìtel Sabatier d'Espeyran et de 14h Ö 18h;Mercredi jusqu'Ö 21h
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe Languedocien;"Hìtel des TrÇsoriers de France
7, Rue Jacques-C?ur";34000;MONTPELLIER;0467529303;0467660208;www.musee-languedocien.com;Jours fÇriÇs - du 21 dÇcembre 2007 au 2 janvier 2008;Ouvert du lundi au samedi de 14h30 Ö 17h30, du 15 juin au 15 septembre du lundi au samedi de 15h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe du Vieux Montpellier;"Hìtel de Varennes
2, Place PÇtrarque";34000;MONTPELLIER;0467660294;0467348751;www.montpellier.fr/3803-manifestations-culturelles.htm;1er janvier, 1er mai, 25 dÇcembre;Ouvert du mardi au dimanche de 10h Ö 13h et de 14h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe de l'Hìtel d'Espeyran;6, bis rue MontpelliÇret;34000;MONTPELLIER;0467148300;0467660920;www.montpellier-agglo.com;;Ouvert tous les mardis, jeudis, vendredis et dimanches de 10 Ö 18h, les mercredis de 13h Ö 21h, les samedis de 11h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;Agropolis-MusÇum;951, Avenue Agropolis;34394;MONTPELLIER Cedex 5;0467047500;0467041369;www.museum.agropolis.fr;;FermÇ dÇfinitivement;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe Municipal;"Hìtel de ville
Rue des Lavoirs";34570;MURVIEL-LES-MONTPELLIER;0467477174;0467478416;www.ville-murviel-les-montpellier.fr;Octobre Ö mars et jours fÇriÇs;Ouvert en fÇvrier-mars le premier dimanche du mois, d'avril Ö juin tous les dimanches de 15h Ö 18h, en juillet-aoñt du mardi au dimanche de 15h Ö 18h et en septembre tous les dimanches et JEP de 15h Ö 18h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe de Vulliod Saint-Germain;3, Rue Albert-Paul Allies;34120;PEZENAS;0467989059;0467904111;Site de la ville;Janvier et dÇcembre, mardi gras.;Ouvert de juin Ö septembre de 10h Ö 12h et de 14h Ö 19h, nocturne du 1er juillet au 15 septembre les mercredis et vendredis de 21h Ö 23h,  du 15 fÇvrier au 31 mai et du 1er octobre au 15 novembre de 10h Ö 12h et de 14h Ö 17h30;Mercredi et vendredi de 21h Ö 23h du 1er juillet au 15 septembre
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe de PrÇhistoire RÇgionale et du MÇgalithisme;8, Grand'Rue;34220;SAINT-PONS-DE-THOMIERES;0467972261;0467957439;www.pays-saintponais.com;Fermeture annuelle de novembre Ö mars;Ouvert des vacances de PÉques Ö fin juin de mi-septembre Ö fin septembre vacances de Toussaint du jeudi au dimanche de 15h Ö 18h, de juillet Ö mi-septembre du mardi au dimanche de 10h Ö 12h et de 15h Ö  18h;
LANGUEDOC-ROUSSILLON;HERAULT;;MusÇe Paul ValÇry;148, Rue Franáois Desnoyer;34200;SETE;0499047616;0457670402;www.museepaulvalery-sete.fr;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;Ouvert du 1er avril au 14 novembre de 9h30 Ö 19h. Du 15 novembre au 31 mars de 10h Ö 18h du mardi au dimanche;
LANGUEDOC-ROUSSILLON;LOZERE;;EcomusÇe du Mont Lozäre;Quartier de l'Estournal;48220;LE PONT DE MONTVERT;0466458073;0466458073;www.cevennes-parcnational.fr;Autres mois;Ouvert en avril et octobre le lundi, du mercredi au samedi de 15h Ö 18h, en mai et juin du mercredi au lundi de 10h Ö 12h30 et de 15h Ö 18h30, en juillet, aoñt, septembre tous les jours et jours fÇriÇs de 10h Ö 12h30 et de 15h Ö 18h30;
LANGUEDOC-ROUSSILLON;LOZERE;;MusÇe Ignon Fabre;3, Rue de l'Epine;48000;MENDE;0466496666;;;;;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe dÇpartemental d'Art Moderne;"8, Bd MarÇchal Joffre
B.P. 60413";66403;CERET Cedex;0468873192;0468873192;www.musee-ceret.com;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;Ouvert tous les jours du 28 juin au 15 septembre de 10h Ö 19h, du 16 septembre au 28 juin de 10h Ö 18h;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe d'Art Moderne - Fonds Peskä;"Villa Pams
Route de Port-Vendres";66190;COLLIOURE;0468821019;0468821019;www.collioure.net/musee.asp;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;Ouvert tous les jours du 1er juin au 30 septembre de 10h Ö 12h et de 14h Ö 18h et du mercredi au lundi de 10h Ö 12h et de 14h Ö 18h du 1er octobre au 31 mai;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe ArchÇologique de Ruscino;ChÉteau Roussillon;66000;PERPIGNAN;0468674717;;;;;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇum d'Histoire Naturelle;12, Place  Fontaine Neuve;66000;PERPIGNAN;0468663368;0468666766;www.mairie-perpignan.fr;1er janvier, 1er mai,  Assomption, 25 dÇcembre;Ouvert du lundi au samedi de 9h30 Ö 17h;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe Joseph Puig;"42, Avenue de Grande-Bretagne
B.P. 931";66931;PERPIGNAN Cedex;0468623764;0468347655;Site de la mairie - www.mairie-perpignan.fr;Jours fÇriÇs;Ouvert mercredi et samedi de 10h Ö 18h et du  mardi au vendredi sur rendez-vous pour les groupes;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe Hyacinthe Rigaud;"16, rue de l'Ange
B.P. 931";66931;PERPIGNAN Cedex;0468354340;0468347347;Site de la mairie : www.mairie-perpignan.fr;;"Ouvert du mardi au dimanche de 10h30 Ö 18h

En 2014 : musÇe partiellement ouvert en raison de sa restructuration - du mardi au samedi de 10h30 Ö 18h en toute gratuitÇ";
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe du Castillet Casa Pairal;"Place de Verdun
B.P. 20931";66931;PERPIGNAN Cedex;0468515046;0468515035;Site de la mairie - www.mairie-perpignan.fr;1er janvier, 1er mai, 25 dÇcembre;Ouvert du mardi au dimanche de 11h Ö 17h30 d'octobre Ö mai et tous les jours de juin Ö septembre de 10h30 Ö 18h30;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe d'ArchÇologie Sous-Marine;Mairie;66660;PORT-VENDRES;0468820103;0462822233;;;;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe de Cerdagne;Ferme Cal Mateu;66800;SAINTE-LEOCADIE;0468040805;0468040714;www.museedecerdagne.com;mi-novembre Ö la mi-dÇcembre;Ouvert de fÇvrier Ö avril et en octobre les mercredis, jeudis et vendredis Ö 11h, en mai et juin Ö 11h et Ö 15h30, en juillet-aoñt du mercredi au lundi de 11h Ö 13h et de 15h Ö 19h, en septembre du mercredi au lundi de 11h Ö 13h et de 15h Ö 17h30;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;;MusÇe de Tautavel;Avenue LÇon-Jean GrÇgory;66720;TAUTAVEL;0468290776;0468294009;www.450000ans.com ou www.cerptautavel.com;1er janvier, 25 dÇcembre;Ouvert toute l'annÇe de 10h Ö 12h30 et de 14h Ö 18h en juillet aoñt de 10h Ö 19h;
LIMOUSIN;CORREZE;;MusÇe Labenche d'Art et d'Histoire;26 bis, boulevard Jules Ferry;19100;BRIVE-LA-GAILLARDE;0555181770;0555171771;www.musee-labenche.com ou www.brive.net;1er janvier, 1er mai, 1er novembre, 25 dÇcembre;"MusÇe ouvert du mercredi au lundi du 1er mai au 30 septembre de 10h Ö 12h30 et de 13h30 Ö 18h, et du 1er octobre au 30 avril de 14h Ö 18h & expositions temporaires du lundi au samedi de 12h Ö 18h et le dimanche de 15h Ö 18h
Chapelle Saint-LibÇral ouvert";
LIMOUSIN;CORREZE;;MusÇe du PrÇsident Jacques Chirac;;19800;SARRAN;0555217777;0555217778;www.museepresidentjchirac.fr;24, 25 dÇcembre, 1er janvier et de la fin des vacances scolaires de Noâl au 1er fÇvrier;Ouvert tous les jours du 1er mars au 30 novembre du mardi au dimanche de 10h Ö 12h30 et de 13h30 Ö 18h;
LIMOUSIN;CORREZE;;MusÇe de la MÇmoire et des Industries Tullistes;1, Rue du 9 juin 1944;19000;TULLE;0555262215;0555202882;Site de la ville;;Ouvert du 1er mai au 31 octobre de 10h Ö 13h et de 14h Ö 18h30, du 1er novembre au 30 avril de 13h Ö 18h le lundi et de mercredi et jeudi;
LIMOUSIN;CORREZE;;MusÇe du Cloåtre de Tulle AndrÇ Mazeyrie;Place Monseigneur Berteaud;19000;TULLE;0555269105;0555262423;http://culture.ville-tulle.fr/culture/musees-et-archives/musee-du-cloitre;;Ouvert du mercredi au lundi, les 1er et 3äme dimanche du mois du 1er mai au 31 octobre de 10h Ö 13h et de 14h Ö 18h30 et du 1er novembre au 30 avril de 13h Ö 18h;
LIMOUSIN;CORREZE;;MusÇe du Pays d'Ussel;B.P. 63;19208;USSEL;0555465469;0555728651;http://www.ussel19.fr/culture-patrimoine/musee-du-pays-d-ussel.html;De mi-septembre aÖ mi-mai;Ouverture des 4 pìles du musÇe (Hìtel Bonnet de Bay, Maison Moncourier Beauregard, Imprimerie, Chapelle des PÇnitents) tous les jours du 14 mai au 30 septembre de 14h Ö 18h et sur rendez-vous hors saison pour les groupes. La galerie d'exposition a ouvert;
LIMOUSIN;CREUSE;;MusÇe DÇpartemental de la Tapisserie;"B.P. 89
Avenue des Lissiers";23200;AUBUSSON;0555830830;0555830839;www.cite-tapisserie.fr;25 dÇcembre, 1er janvier;Ouvert du mercredi au lundi de 9h30 Ö 12h et de 14h Ö 18h de septembre Ö juin, en juillet-aoñt de 10h Ö 18h sauf mardi matin;
LIMOUSIN;CREUSE;;MusÇe d'Art et d'ArchÇologie;"Hìtel de la SÇnatorerie
22, avenue de la SÇnatorerie";23000;GUERET;0555520720;0555523800;www.ville-gueret.fr/culture/musee.php;Jours fÇriÇs, 2äme, 4äme et 5äme dimanches du mois;Ouvert du 2 mai au 30 juin et du 1er septembre au 31 octobre du mercredi au lundi de 10h Ö12h et de 14h Ö 18h. En juillet-aoñt tous les jours sauf fÇriÇs de 10 h Ö 12h et de 14h Ö 18h. Du 2 novembre au 30 avril du mercredi au lundi et les 1er et 3äme dima;
LIMOUSIN;HAUTE VIENNE;;MusÇe RenÇ BaubÇrot;1, place Saint-Thyrse;87290;CHATEAUPONSAC;0555763952;;www.museechateauponsac.com;Entre les vacances de Noâl et les vacances de fÇvrier;Ouvert tous les jours du 1er juin au 30 septembre de 14h Ö 18h et d'octobre Ö mai, mercredi, samedi, dimanche et vacances scolaires zones B et C de 14h Ö 18h. Pour les groupes visites guidÇes tous les jours de 8h Ö 12h et de 13h30 Ö 18h;
LIMOUSIN;HAUTE VIENNE;;MusÇe National Adrien DubouchÇ;8 bis, Place Winston Churchill;87000;LIMOGES;0555330850;0555330855;www.musee-adriendubouche.fr;1er janvier, 25 dÇcembre;Ouvert du mercredi au lundi de 10h Ö 12h30 et de 14h Ö 17h45;
LIMOUSIN;HAUTE VIENNE;;MusÇe Municipal des Beaux-Arts de Limoges - Palais de l'EvàchÇ;1, Place de l'EvàchÇ;87000;LIMOGES;0555459810;0555344414;www.museebal.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 dÇcembre;Ouvert du 1er avril au 30 septembre de 10h Ö 18h du mercredi au lundi et du 1er octobre au 31 mars, le lundi et du mercredi au samedi de 10h Ö 12h et de 14h Ö 17h et le dimanche de 14h Ö 17h;
LIMOUSIN;HAUTE VIENNE;;MusÇe DÇpartemental d'Art Contemporain;Place du ChÉteau;87600;ROCHECHOUART;0555037777;0555037240;www.musee-rochechouart.com;Entre le 15 dÇcembre et le 1er mars;Ouvert mercredi au lundi du 1er mars au 30 septembre de 10h Ö 12h30 et de 13h30 Ö 18h et du 1er octobre au 15 dÇcembre  de 10h Ö 12h30 et de 14h Ö 17h;
LORRAINE;MEURTHE ET MOSELLE;;Les Sources d'Hercule;1, place Jean-Marie Keyser;54120;DENEUVRE;0383752282;0383755984;www.museehercule.com/;;Ouvert de mai Ö septembre tous les jours de 10h Ö 12h30 et de 13h30 Ö 18h, en mars, avril et octobre les week-end, vacances scolaires de la zone A et jours fÇriÇs de 14h Ö 17h;
LORRAINE;MEURTHE ET MOSELLE;;MusÇe de l'Histoire du Fer;"1, Avenue du GÇnÇral de Gaulle
B.P. 15";54140;JARVILLE-LA-MALGRANGE;0383152770;0383531607;www.grand-nancy.org;1er janvier, dimanche de PÉques, 1er novembre, 25 dÇcembre;Ouvert lundi, mercredi au vendredi de 14h Ö 18h, samedi, dimanche et jours fÇriÇs de 10h Ö 12h et de 14h Ö 18h;
LORRAINE;MEURTHE ET MOSELLE;;MusÇe du ChÉteau de Montaigu;167, Rue Lucien Galtier;54410;LANEUVEVILLE-DEVANT-NANCY;0383531696;;http://www.nancy.fr/transver/coord.htm#muslor - Site du Grand Nancy;FermÇ en janvier, fÇvrier et mars 2005;;
LORRAINE;MEURTHE ET MOSELLE;;MusÇe Municipal des Emaux et Faãences;"Port de France
Rue de la Manutention";54400;LONGWY;0382238519;0382445437;http://http//www.mairie-longwy.fr;1er janvier, 25 dÇcembre, 1er mai;Ouvert de novembre Ö avril  de 14h Ö 18h du mardi au vendredi et de 10h Ö 12h et 14h Ö 18h le week-end, et de mai Ö octobre du mardi au dimanche de 10h Ö 12h et de 14h Ö 18h;
